order_id,order_date,ship_date,ship_mode,customer_id
ORD-01085,2024-10-08,2024-10-12,Second Class,C0108
ORD-01086,2023-02-02,2023-02-04,Standard Class,C0307
ORD-01087,2024-07-22,2024-07-23,First Class,C0038
ORD-01088,2023-11-07,2023-11-09,First Class,C0395
ORD-01089,2024-07-24,2024-07-28,Standard Class,C0436
ORD-01090,2023-04-10,2023-04-14,First Class,C0349
ORD-01091,2022-10-13,2022-10-14,Standard Class,C0276
ORD-01092,2022-09-22,2022-09-23,Standard Class,C0010
ORD-01093,2022-11-16,2022-11-22,Standard Class,C0026
ORD-01094,2023-11-04,2023-11-06,First Class,C0048
ORD-01095,2024-03-30,2024-04-04,First Class,C0347
ORD-01096,2022-03-30,2022-04-01,Standard Class,C0370
ORD-01097,2024-03-31,2024-04-04,Second Class,C0014
ORD-01098,2024-09-27,2024-09-30,Second Class,C0100
ORD-01099,2022-11-30,2022-12-05,First Class,C0187
ORD-01100,2022-08-10,2022-08-14,Standard Class,C0012
ORD-01101,2022-02-10,2022-02-13,Standard Class,C0372
ORD-01102,2022-03-09,2022-03-11,Second Class,C0379
ORD-01103,2024-09-14,2024-09-18,Standard Class,C0279
ORD-01104,2023-05-29,2023-06-02,Standard Class,C0341
ORD-01105,2023-11-26,2023-11-27,Second Class,C0328
ORD-01106,2024-11-05,2024-11-06,Standard Class,C0167
ORD-01107,2023-04-22,2023-04-27,Same Day,C0122
ORD-01108,2024-12-21,2024-12-23,Standard Class,C0393
ORD-01109,2024-05-30,2024-06-03,Same Day,C0472
ORD-01110,2023-03-08,2023-03-11,Standard Class,C0095
ORD-01111,2022-09-25,2022-09-30,Standard Class,C0025
ORD-01112,2024-11-24,2024-11-30,Standard Class,C0017
ORD-01113,2024-02-18,2024-02-25,Second Class,C0426
ORD-01114,2023-05-09,2023-05-11,Second Class,C0029
ORD-01115,2023-10-23,2023-10-28,Standard Class,C0444
ORD-01116,2024-10-09,2024-10-11,Standard Class,C0323
ORD-01117,2024-11-24,2024-11-27,Second Class,C0341
ORD-01118,2024-09-03,2024-09-06,Standard Class,C0313
ORD-01119,2023-04-27,2023-04-28,Second Class,C0072
ORD-01120,2023-12-29,2024-01-04,Standard Class,C0270
ORD-01121,2023-04-25,2023-04-27,Second Class,C0250
ORD-01122,2024-12-24,2024-12-28,Second Class,C0295
ORD-01123,2024-10-28,2024-11-01,Same Day,C0144
ORD-01124,2022-12-09,2022-12-13,Second Class,C0274
ORD-01125,2022-11-28,2022-11-30,Standard Class,C0223
ORD-01126,2023-03-14,2023-03-17,Standard Class,C0075
ORD-01127,2022-06-23,2022-06-28,Second Class,C0102
ORD-01128,2023-07-13,2023-07-16,Standard Class,C0020
ORD-01129,2023-06-11,2023-06-14,First Class,C0117
ORD-01130,2023-10-21,2023-10-23,Second Class,C0174
ORD-01131,2022-01-26,2022-01-29,Standard Class,C0373
ORD-01132,2024-03-30,2024-04-04,Standard Class,C0173
ORD-01133,2023-08-28,2023-08-31,Standard Class,C0004
ORD-01134,2023-02-10,2023-02-13,Standard Class,C0340
ORD-01135,2022-08-20,2022-08-23,Standard Class,C0479
ORD-01136,2023-06-17,2023-06-20,Standard Class,C0148
ORD-01137,2023-05-20,2023-05-21,Standard Class,C0395
ORD-01138,2022-06-28,2022-06-30,Standard Class,C0114
ORD-01139,2022-05-12,2022-05-15,Standard Class,C0321
ORD-01140,2022-12-14,2022-12-18,Standard Class,C0492
ORD-01141,2023-06-24,2023-06-27,Standard Class,C0402
ORD-01142,2024-02-11,2024-02-14,Second Class,C0167
ORD-01143,2022-03-17,2022-03-20,Standard Class,C0300
ORD-01144,2023-08-02,2023-08-04,Standard Class,C0481
ORD-01145,2024-05-03,2024-05-09,Second Class,C0118
ORD-01146,2022-07-13,2022-07-16,Same Day,C0100
ORD-01147,2022-12-13,2022-12-14,Standard Class,C0274
ORD-01148,2024-08-08,2024-08-09,Standard Class,C0175
ORD-01149,2022-08-02,2022-08-09,Standard Class,C0159
ORD-01150,2023-07-27,2023-07-29,Standard Class,C0384
ORD-01151,2024-02-19,2024-02-24,First Class,C0227
ORD-01152,2022-09-19,2022-09-21,Second Class,C0423
ORD-01153,2023-12-31,2024-01-06,Second Class,C0038
ORD-01154,2022-10-10,2022-10-15,Standard Class,C0463
ORD-01155,2022-12-28,2022-12-31,Second Class,C0431
ORD-01156,2023-03-17,2023-03-18,Standard Class,C0198
ORD-01157,2022-04-03,2022-04-05,Standard Class,C0136
ORD-01158,2024-01-23,2024-01-26,Standard Class,C0104
ORD-01159,2024-05-16,2024-05-19,Standard Class,C0470
ORD-01160,2022-05-22,2022-05-24,Standard Class,C0193
ORD-01161,2024-01-19,2024-01-20,First Class,C0250
ORD-01162,2023-10-15,2023-10-18,Standard Class,C0013
ORD-01163,2023-12-02,2023-12-05,Standard Class,C0055
ORD-01164,2024-09-24,2024-09-26,Standard Class,C0344
ORD-01165,2022-02-18,2022-02-19,Standard Class,C0085
ORD-01166,2024-05-30,2024-06-06,Second Class,C0109
ORD-01167,2023-07-09,2023-07-12,Second Class,C0043
ORD-01168,2023-02-08,2023-02-12,Second Class,C0388
ORD-01169,2024-06-10,2024-06-13,Standard Class,C0071
ORD-01170,2024-05-14,2024-05-15,Second Class,C0444
ORD-01171,2023-08-25,2023-08-28,First Class,C0268
ORD-01172,2022-12-07,2022-12-10,Standard Class,C0059
ORD-01173,2023-12-05,2023-12-10,Standard Class,C0461
ORD-01174,2022-11-14,2022-11-18,First Class,C0438
ORD-01175,2023-09-10,2023-09-12,Standard Class,C0044
ORD-01176,2023-01-17,2023-01-23,Standard Class,C0272
ORD-01177,2022-08-21,2022-08-24,Standard Class,C0390
ORD-01178,2024-03-27,2024-04-03,Standard Class,C0014
ORD-01179,2023-07-07,2023-07-14,Standard Class,C0371
ORD-01180,2024-05-05,2024-05-07,Standard Class,C0112
ORD-01181,2024-03-29,2024-04-01,Second Class,C0379
ORD-01182,2022-07-02,2022-07-05,Standard Class,C0314
ORD-01183,2024-11-30,2024-12-04,First Class,C0415
ORD-01184,2023-02-01,2023-02-04,Standard Class,C0228
ORD-01185,2024-02-18,2024-02-24,Same Day,C0485
ORD-01186,2024-06-25,2024-06-29,Same Day,C0169
ORD-01187,2022-05-07,2022-05-09,Second Class,C0376
ORD-01188,2022-01-01,2022-01-03,First Class,C0291
ORD-01189,2022-01-19,2022-01-23,Second Class,C0246
ORD-01190,2023-08-07,2023-08-09,First Class,C0266
ORD-01191,2023-04-01,2023-04-05,Standard Class,C0337
ORD-01192,2024-08-14,2024-08-17,Standard Class,C0243
ORD-01193,2023-03-21,2023-03-24,Second Class,C0490
ORD-01194,2023-08-25,2023-08-26,Standard Class,C0158
ORD-01195,2022-04-13,2022-04-17,First Class,C0300
ORD-01196,2024-09-14,2024-09-16,First Class,C0439
ORD-01197,2023-06-04,2023-06-08,Standard Class,C0327
ORD-01198,2024-05-08,2024-05-11,First Class,C0018
ORD-01199,2022-06-23,2022-06-27,Standard Class,C0083
ORD-01200,2024-10-01,2024-10-04,Standard Class,C0335
ORD-01201,2023-03-07,2023-03-09,Standard Class,C0231
ORD-01202,2023-12-28,2024-01-01,Standard Class,C0492
ORD-01203,2024-04-29,2024-05-01,Standard Class,C0342
ORD-01204,2024-09-16,2024-09-19,Standard Class,C0253
ORD-01205,2023-10-01,2023-10-03,Standard Class,C0167
ORD-01206,2023-02-24,2023-02-28,Second Class,C0042
ORD-01207,2023-08-17,2023-08-23,Second Class,C0249
ORD-01208,2023-04-30,2023-05-03,Standard Class,C0248
ORD-01209,2023-02-16,2023-02-19,Standard Class,C0438
ORD-01210,2024-07-24,2024-07-28,First Class,C0380
ORD-01211,2022-11-28,2022-11-29,First Class,C0286
ORD-01212,2023-10-17,2023-10-23,Standard Class,C0020
ORD-01213,2022-02-10,2022-02-12,Standard Class,C0382
ORD-01214,2024-08-16,2024-08-23,First Class,C0352
ORD-01215,2022-04-15,2022-04-19,Second Class,C0381
ORD-01216,2022-07-21,2022-07-25,Standard Class,C0042
ORD-01217,2023-03-26,2023-03-30,Standard Class,C0345
ORD-01218,2024-06-28,2024-07-01,Standard Class,C0087
ORD-01219,2022-07-29,2022-08-01,Second Class,C0261
ORD-01220,2023-07-17,2023-07-18,Standard Class,C0306
ORD-01221,2023-12-14,2023-12-18,Standard Class,C0297
ORD-01222,2024-02-10,2024-02-14,Standard Class,C0350
ORD-01223,2023-03-30,2023-04-04,Same Day,C0240
ORD-01224,2023-10-29,2023-11-01,Second Class,C0167
ORD-01225,2023-09-21,2023-09-23,Second Class,C0313
ORD-01226,2023-01-22,2023-01-25,Second Class,C0219
ORD-01227,2022-10-23,2022-10-27,Standard Class,C0441
ORD-01228,2022-09-15,2022-09-17,First Class,C0490
ORD-01229,2022-09-25,2022-09-27,Standard Class,C0421
ORD-01230,2023-02-23,2023-02-28,First Class,C0391
ORD-01231,2022-08-23,2022-08-26,Standard Class,C0133
ORD-01232,2024-09-12,2024-09-15,Standard Class,C0207
ORD-01233,2023-07-28,2023-07-31,Standard Class,C0051
ORD-01234,2022-02-18,2022-02-22,Second Class,C0106
ORD-01235,2022-08-11,2022-08-13,First Class,C0392
ORD-01236,2024-07-09,2024-07-13,Standard Class,C0184
ORD-01237,2022-10-04,2022-10-06,Standard Class,C0201
ORD-01238,2023-02-24,2023-03-01,First Class,C0011
ORD-01239,2023-09-03,2023-09-06,Standard Class,C0254
ORD-01240,2023-01-10,2023-01-13,First Class,C0150
ORD-01241,2022-03-14,2022-03-18,Second Class,C0354
ORD-01242,2024-11-19,2024-11-23,Standard Class,C0355
ORD-01243,2022-07-14,2022-07-16,Standard Class,C0461
ORD-01244,2024-04-26,2024-04-30,Standard Class,C0395
ORD-01245,2024-11-30,2024-12-02,Standard Class,C0444
ORD-01246,2024-12-22,2024-12-28,Standard Class,C0096
ORD-01247,2022-01-23,2022-01-28,Standard Class,C0106
ORD-01248,2022-12-26,2022-12-29,Standard Class,C0143
ORD-01249,2023-07-14,2023-07-19,Second Class,C0166
ORD-01250,2023-11-03,2023-11-06,First Class,C0001
ORD-01251,2023-11-10,2023-11-12,Standard Class,C0046
ORD-01252,2023-03-16,2023-03-22,Standard Class,C0242
ORD-01253,2024-07-21,2024-07-25,Standard Class,C0344
ORD-01254,2022-01-07,2022-01-10,Standard Class,C0427
ORD-01255,2023-02-25,2023-02-28,First Class,C0488
ORD-01256,2024-04-12,2024-04-15,Standard Class,C0278
ORD-01257,2023-07-13,2023-07-20,First Class,C0003
ORD-01258,2024-07-02,2024-07-04,Standard Class,C0142
ORD-01259,2024-10-03,2024-10-06,Second Class,C0386
ORD-01260,2022-05-06,2022-05-09,Standard Class,C0061
ORD-01261,2023-01-30,2023-02-02,First Class,C0416
ORD-01262,2024-03-27,2024-03-30,First Class,C0496
ORD-01263,2024-05-30,2024-06-01,Second Class,C0294
ORD-01264,2023-07-30,2023-08-01,First Class,C0225
ORD-01265,2022-11-21,2022-11-23,Standard Class,C0302
ORD-01266,2024-07-18,2024-07-24,First Class,C0170
ORD-01267,2024-04-12,2024-04-14,Standard Class,C0134
ORD-01268,2024-11-20,2024-11-24,Standard Class,C0041
ORD-01269,2024-04-16,2024-04-20,Standard Class,C0231
ORD-01270,2024-07-14,2024-07-19,Same Day,C0409
ORD-01271,2023-03-19,2023-03-24,First Class,C0226
ORD-01272,2022-03-16,2022-03-18,First Class,C0139
ORD-01273,2023-07-11,2023-07-13,First Class,C0110
ORD-01274,2022-12-29,2023-01-01,Standard Class,C0485
ORD-01275,2023-03-24,2023-03-26,First Class,C0297
ORD-01276,2022-09-19,2022-09-23,Same Day,C0455
ORD-01277,2022-05-05,2022-05-09,Standard Class,C0057
ORD-01278,2024-06-29,2024-07-04,Standard Class,C0430
ORD-01279,2022-09-02,2022-09-04,Second Class,C0123
ORD-01280,2023-06-26,2023-07-02,Same Day,C0240
ORD-01281,2023-04-30,2023-05-02,First Class,C0086
ORD-01282,2022-05-02,2022-05-05,First Class,C0176
ORD-01283,2022-05-05,2022-05-08,First Class,C0063
ORD-01284,2022-06-19,2022-06-23,First Class,C0039
ORD-01285,2022-05-04,2022-05-07,Second Class,C0138
ORD-01286,2024-11-24,2024-11-30,Second Class,C0469
ORD-01287,2023-10-08,2023-10-14,Standard Class,C0454
ORD-01288,2024-02-25,2024-03-01,Second Class,C0241
ORD-01289,2022-07-20,2022-07-22,Standard Class,C0449
ORD-01290,2023-01-04,2023-01-09,First Class,C0226
ORD-01291,2024-03-07,2024-03-11,Standard Class,C0443
ORD-01292,2022-03-18,2022-03-20,Standard Class,C0206
ORD-01293,2022-02-28,2022-03-02,Standard Class,C0164
ORD-01294,2023-03-07,2023-03-09,Second Class,C0027
ORD-01295,2023-09-30,2023-10-01,Standard Class,C0457
ORD-01296,2022-04-19,2022-04-22,Standard Class,C0183
ORD-01297,2024-10-04,2024-10-11,Standard Class,C0198
ORD-01298,2022-03-09,2022-03-12,Standard Class,C0479
ORD-01299,2024-12-28,2024-12-31,Standard Class,C0337
ORD-01300,2022-11-01,2022-11-07,Standard Class,C0437
ORD-01301,2023-11-05,2023-11-07,Standard Class,C0107
ORD-01302,2022-12-31,2023-01-05,Standard Class,C0444
ORD-01303,2024-03-31,2024-04-03,Standard Class,C0189
ORD-01304,2022-12-09,2022-12-12,Standard Class,C0036
ORD-01305,2024-08-04,2024-08-07,First Class,C0085
ORD-01306,2024-06-17,2024-06-20,Standard Class,C0155
ORD-01307,2024-02-01,2024-02-03,Standard Class,C0169
ORD-01308,2022-12-07,2022-12-11,Standard Class,C0284
ORD-01309,2024-07-30,2024-08-01,Standard Class,C0272
ORD-01310,2023-01-18,2023-01-23,Standard Class,C0035
ORD-01311,2024-09-30,2024-10-03,Standard Class,C0420
ORD-01312,2022-10-27,2022-10-29,Second Class,C0184
ORD-01313,2022-05-19,2022-05-23,Second Class,C0099
ORD-01314,2022-12-25,2022-12-27,Standard Class,C0237
ORD-01315,2024-04-15,2024-04-19,Second Class,C0403
ORD-01316,2023-04-28,2023-05-04,Standard Class,C0441
ORD-01317,2024-06-27,2024-07-01,First Class,C0469
ORD-01318,2024-05-15,2024-05-16,Standard Class,C0122
ORD-01319,2022-05-19,2022-05-22,Second Class,C0417
ORD-01320,2024-09-22,2024-09-26,Standard Class,C0023
ORD-01321,2023-03-11,2023-03-16,First Class,C0375
ORD-01322,2023-05-24,2023-05-26,Standard Class,C0063
ORD-01323,2022-09-30,2022-10-03,Standard Class,C0326
ORD-01324,2022-04-14,2022-04-17,Second Class,C0480
ORD-01325,2024-02-01,2024-02-03,Standard Class,C0150
ORD-01326,2024-02-26,2024-02-29,Second Class,C0195
ORD-01327,2022-06-14,2022-06-17,Second Class,C0483
ORD-01328,2024-09-25,2024-09-30,Standard Class,C0080
ORD-01329,2023-06-04,2023-06-10,Standard Class,C0490
ORD-01330,2023-06-01,2023-06-05,Standard Class,C0315
ORD-01331,2023-10-19,2023-10-22,Second Class,C0153
ORD-01332,2023-09-05,2023-09-07,Standard Class,C0017
ORD-01333,2022-06-13,2022-06-20,Standard Class,C0039
ORD-01334,2022-03-05,2022-03-12,Same Day,C0333
ORD-01335,2022-09-24,2022-09-30,Standard Class,C0348
ORD-01336,2022-09-03,2022-09-07,Same Day,C0459
ORD-01337,2023-01-30,2023-02-02,Second Class,C0202
ORD-01338,2023-04-21,2023-04-26,Standard Class,C0423
ORD-01339,2024-09-03,2024-09-06,Standard Class,C0280
ORD-01340,2024-11-09,2024-11-12,Second Class,C0422
ORD-01341,2023-07-12,2023-07-16,Standard Class,C0088
ORD-01342,2024-10-14,2024-10-16,Standard Class,C0481
ORD-01343,2024-06-01,2024-06-02,Standard Class,C0465
ORD-01344,2022-05-27,2022-05-30,Second Class,C0441
ORD-01345,2023-10-28,2023-10-31,Second Class,C0300
ORD-01346,2023-09-12,2023-09-17,Standard Class,C0292
ORD-01347,2024-03-30,2024-04-01,Standard Class,C0355
ORD-01348,2024-05-13,2024-05-15,First Class,C0070
ORD-01349,2023-08-05,2023-08-07,Same Day,C0378
ORD-01350,2024-10-19,2024-10-20,Standard Class,C0124
ORD-01351,2023-11-26,2023-11-28,Standard Class,C0080
ORD-01352,2023-02-11,2023-02-15,First Class,C0045
ORD-01353,2023-02-03,2023-02-06,First Class,C0476
ORD-01354,2023-12-16,2023-12-20,Second Class,C0233
ORD-01355,2023-12-05,2023-12-12,First Class,C0480
ORD-01356,2024-01-31,2024-02-04,Second Class,C0154
ORD-01357,2023-05-14,2023-05-16,Standard Class,C0395
ORD-01358,2024-08-31,2024-09-02,Second Class,C0180
ORD-01359,2022-03-23,2022-03-28,Second Class,C0409
ORD-01360,2023-08-27,2023-08-30,Same Day,C0031
ORD-01361,2024-02-11,2024-02-16,Standard Class,C0085
ORD-01362,2024-06-21,2024-06-26,Standard Class,C0045
ORD-01363,2022-12-31,2023-01-06,Second Class,C0371
ORD-01364,2022-06-12,2022-06-18,Standard Class,C0323
ORD-01365,2024-12-07,2024-12-10,Standard Class,C0332
ORD-01366,2023-05-26,2023-05-29,First Class,C0243
ORD-01367,2022-04-26,2022-05-02,Standard Class,C0040
ORD-01368,2024-07-29,2024-08-01,Second Class,C0430
ORD-01369,2022-12-03,2022-12-05,First Class,C0182
ORD-01370,2024-05-30,2024-06-03,Standard Class,C0297
ORD-01371,2024-01-07,2024-01-10,Same Day,C0473
ORD-01372,2024-04-19,2024-04-24,Second Class,C0376
ORD-01373,2022-05-27,2022-05-31,Standard Class,C0081
ORD-01374,2023-03-19,2023-03-22,Standard Class,C0038
ORD-01375,2024-04-16,2024-04-22,Same Day,C0356
ORD-01376,2024-11-02,2024-11-07,Standard Class,C0420
ORD-01377,2024-07-31,2024-08-04,Standard Class,C0467
ORD-01378,2022-10-14,2022-10-16,Standard Class,C0428
ORD-01379,2023-12-21,2023-12-24,Standard Class,C0057
ORD-01380,2023-04-25,2023-04-29,Standard Class,C0322
ORD-01381,2022-01-22,2022-01-24,Same Day,C0465
ORD-01382,2023-11-14,2023-11-16,First Class,C0030
ORD-01383,2024-06-24,2024-06-28,Standard Class,C0495
ORD-01384,2022-11-16,2022-11-19,Standard Class,C0266
ORD-01385,2022-05-06,2022-05-09,Second Class,C0227
ORD-01386,2022-10-04,2022-10-06,Standard Class,C0317
ORD-01387,2022-07-13,2022-07-16,First Class,C0447
ORD-01388,2023-11-27,2023-12-01,First Class,C0500
ORD-01389,2022-02-26,2022-02-28,First Class,C0292
ORD-01390,2022-01-19,2022-01-20,Standard Class,C0054
ORD-01391,2022-09-21,2022-09-25,Standard Class,C0097
ORD-01392,2024-03-04,2024-03-11,Standard Class,C0449
ORD-01393,2022-04-23,2022-04-27,Standard Class,C0466
ORD-01394,2023-06-26,2023-06-28,Standard Class,C0004
ORD-01395,2023-10-09,2023-10-12,First Class,C0439
ORD-01396,2023-08-02,2023-08-07,First Class,C0310
ORD-01397,2024-12-24,2024-12-26,Same Day,C0367
ORD-01398,2022-01-25,2022-01-29,First Class,C0091
ORD-01399,2022-01-01,2022-01-04,Standard Class,C0089
ORD-01400,2024-06-29,2024-07-01,Second Class,C0320
ORD-01401,2022-05-21,2022-05-26,Standard Class,C0375
ORD-01402,2023-10-10,2023-10-14,Standard Class,C0092
ORD-01403,2022-07-07,2022-07-11,Standard Class,C0150
ORD-01404,2022-07-20,2022-07-22,Second Class,C0234
ORD-01405,2022-09-14,2022-09-16,Second Class,C0409
ORD-01406,2023-07-01,2023-07-04,Standard Class,C0337
ORD-01407,2022-07-13,2022-07-16,Standard Class,C0059
ORD-01408,2023-12-04,2023-12-06,Standard Class,C0185
ORD-01409,2024-03-12,2024-03-14,Standard Class,C0438
ORD-01410,2024-07-30,2024-08-01,Standard Class,C0044
ORD-01411,2023-02-18,2023-02-25,Second Class,C0180
ORD-01412,2024-06-28,2024-07-02,First Class,C0076
ORD-01413,2022-07-07,2022-07-13,Standard Class,C0144
ORD-01414,2022-02-14,2022-02-16,Second Class,C0101
ORD-01415,2022-03-24,2022-03-30,Standard Class,C0381
ORD-01416,2022-12-24,2022-12-26,Same Day,C0272
ORD-01417,2024-12-25,2024-12-28,Standard Class,C0465
ORD-01418,2024-07-24,2024-07-29,First Class,C0055
ORD-01419,2023-01-10,2023-01-13,First Class,C0189
ORD-01420,2022-06-11,2022-06-14,First Class,C0351
ORD-01421,2022-11-18,2022-11-20,Standard Class,C0335
ORD-01422,2023-03-26,2023-03-28,Second Class,C0077
ORD-01423,2024-11-02,2024-11-06,Standard Class,C0296
ORD-01424,2022-07-03,2022-07-07,Standard Class,C0219
ORD-01425,2022-04-21,2022-04-25,Standard Class,C0277
ORD-01426,2023-05-23,2023-05-26,First Class,C0066
ORD-01427,2022-10-22,2022-10-26,First Class,C0136
ORD-01428,2024-06-22,2024-06-23,Standard Class,C0234
ORD-01429,2024-08-31,2024-09-02,Standard Class,C0199
ORD-01430,2023-09-24,2023-10-01,Same Day,C0266
ORD-01431,2024-11-16,2024-11-18,Standard Class,C0441
ORD-01432,2024-01-03,2024-01-07,Standard Class,C0388
ORD-01433,2022-11-17,2022-11-19,Standard Class,C0043
ORD-01434,2024-07-01,2024-07-05,Second Class,C0361
ORD-01435,2023-03-13,2023-03-17,Standard Class,C0228
ORD-01436,2024-02-20,2024-02-22,Second Class,C0227
ORD-01437,2024-12-12,2024-12-14,Standard Class,C0063
ORD-01438,2023-12-27,2023-12-31,Standard Class,C0171
ORD-01439,2022-01-31,2022-02-03,Standard Class,C0451
ORD-01440,2022-12-03,2022-12-05,Standard Class,C0250
ORD-01441,2022-07-02,2022-07-06,Standard Class,C0338
ORD-01442,2024-11-12,2024-11-14,Standard Class,C0250
ORD-01443,2023-06-28,2023-07-03,First Class,C0307
ORD-01444,2024-10-30,2024-11-02,Standard Class,C0238
ORD-01445,2023-10-22,2023-10-24,Second Class,C0056
ORD-01446,2022-06-09,2022-06-13,Same Day,C0171
ORD-01447,2024-11-03,2024-11-06,First Class,C0408
ORD-01448,2023-02-16,2023-02-18,Same Day,C0480
ORD-01449,2024-10-08,2024-10-11,Standard Class,C0034
ORD-01450,2022-02-22,2022-02-24,Standard Class,C0315
ORD-01451,2023-02-12,2023-02-14,First Class,C0130
ORD-01452,2024-04-26,2024-04-28,First Class,C0130
ORD-01453,2024-11-11,2024-11-14,First Class,C0394
ORD-01454,2024-11-19,2024-11-21,Second Class,C0151
ORD-01455,2023-12-04,2023-12-08,Second Class,C0143
ORD-01456,2022-09-17,2022-09-21,Standard Class,C0118
ORD-01457,2024-12-18,2024-12-21,Second Class,C0204
ORD-01458,2024-02-15,2024-02-19,Standard Class,C0384
ORD-01459,2024-11-01,2024-11-06,Standard Class,C0235
ORD-01460,2024-04-29,2024-05-02,Standard Class,C0017
ORD-01461,2022-12-20,2022-12-24,Standard Class,C0082
ORD-01462,2024-05-22,2024-05-24,Standard Class,C0014
ORD-01463,2024-09-17,2024-09-22,First Class,C0081
ORD-01464,2024-10-14,2024-10-15,First Class,C0207
ORD-01465,2022-10-21,2022-10-24,Second Class,C0204
ORD-01466,2022-07-28,2022-08-01,Standard Class,C0379
ORD-01467,2024-03-28,2024-03-30,Same Day,C0272
ORD-01468,2023-01-25,2023-01-27,Standard Class,C0032
ORD-01469,2022-11-21,2022-11-24,Second Class,C0023
ORD-01470,2024-07-28,2024-07-31,Standard Class,C0102
ORD-01471,2024-06-07,2024-06-11,Standard Class,C0162
ORD-01472,2023-10-30,2023-11-04,Standard Class,C0098
ORD-01473,2023-09-25,2023-09-27,Second Class,C0144
ORD-01474,2023-07-31,2023-08-01,Standard Class,C0418
ORD-01475,2022-05-17,2022-05-21,Standard Class,C0104
ORD-01476,2023-03-04,2023-03-07,Standard Class,C0382
ORD-01477,2023-09-04,2023-09-08,Standard Class,C0455
ORD-01478,2024-06-29,2024-07-01,Second Class,C0417
ORD-01479,2024-03-29,2024-04-01,Standard Class,C0324
ORD-01480,2022-05-21,2022-05-24,Standard Class,C0171
ORD-01481,2022-06-26,2022-06-29,Standard Class,C0064
ORD-01482,2022-07-17,2022-07-20,Standard Class,C0244
ORD-01483,2023-09-16,2023-09-19,Standard Class,C0071
ORD-01484,2023-11-22,2023-11-25,Second Class,C0274
ORD-01485,2023-02-05,2023-02-07,Standard Class,C0452
ORD-01486,2023-04-16,2023-04-18,Standard Class,C0369
ORD-01487,2022-08-06,2022-08-09,Standard Class,C0125
ORD-01488,2024-07-17,2024-07-20,Standard Class,C0383
ORD-01489,2023-09-24,2023-09-27,Standard Class,C0317
ORD-01490,2024-08-08,2024-08-11,Standard Class,C0331
ORD-01491,2024-06-24,2024-06-28,Standard Class,C0107
ORD-01492,2022-06-24,2022-06-29,Standard Class,C0148
ORD-01493,2022-01-23,2022-01-25,First Class,C0395
ORD-01494,2022-08-23,2022-08-25,Second Class,C0463
ORD-01495,2024-11-02,2024-11-04,Second Class,C0430
ORD-01496,2024-07-17,2024-07-21,Standard Class,C0192
ORD-01497,2023-06-07,2023-06-10,Second Class,C0337
ORD-01498,2023-03-07,2023-03-09,First Class,C0226
ORD-01499,2024-03-03,2024-03-07,Second Class,C0242
ORD-01500,2023-06-17,2023-06-19,Standard Class,C0496
ORD-01501,2024-09-05,2024-09-08,Standard Class,C0460
ORD-01502,2024-03-20,2024-03-23,Standard Class,C0362
ORD-01503,2024-07-01,2024-07-05,Standard Class,C0284
ORD-01504,2024-05-20,2024-05-22,Standard Class,C0432
ORD-01505,2023-06-24,2023-06-29,First Class,C0163
ORD-01506,2024-10-20,2024-10-24,Second Class,C0008
ORD-01507,2022-08-15,2022-08-17,Standard Class,C0347
ORD-01508,2024-05-22,2024-05-24,Standard Class,C0406
ORD-01509,2024-06-10,2024-06-13,Standard Class,C0377
ORD-01510,2024-11-02,2024-11-07,Standard Class,C0152
ORD-01511,2022-07-29,2022-08-03,Standard Class,C0322
ORD-01512,2024-01-11,2024-01-14,Standard Class,C0095
ORD-01513,2023-02-01,2023-02-06,Standard Class,C0214
ORD-01514,2022-01-31,2022-02-01,Same Day,C0064
ORD-01515,2024-06-16,2024-06-17,Standard Class,C0065
ORD-01516,2023-10-11,2023-10-17,Standard Class,C0381
ORD-01517,2022-11-25,2022-11-29,Standard Class,C0270
ORD-01518,2024-08-09,2024-08-12,Standard Class,C0025
ORD-01519,2023-09-13,2023-09-17,Standard Class,C0484
ORD-01520,2022-06-11,2022-06-17,Second Class,C0100
ORD-01521,2024-02-15,2024-02-19,Standard Class,C0105
ORD-01522,2022-10-01,2022-10-06,Standard Class,C0131
ORD-01523,2024-10-23,2024-10-27,First Class,C0389
ORD-01524,2024-11-17,2024-11-19,Standard Class,C0321
ORD-01525,2022-11-22,2022-11-27,Standard Class,C0438
ORD-01526,2024-07-28,2024-07-30,Standard Class,C0019
ORD-01527,2023-06-24,2023-06-29,Second Class,C0225
ORD-01528,2023-05-03,2023-05-06,Standard Class,C0106
ORD-01529,2024-04-01,2024-04-05,Standard Class,C0054
ORD-01530,2024-12-24,2024-12-27,Second Class,C0478
ORD-01531,2022-12-22,2022-12-24,Standard Class,C0460
ORD-01532,2022-08-23,2022-08-25,Standard Class,C0394
ORD-01533,2022-08-15,2022-08-22,Standard Class,C0226
ORD-01534,2022-02-18,2022-02-24,Second Class,C0400
ORD-01535,2022-04-28,2022-05-01,First Class,C0360
ORD-01536,2022-02-23,2022-03-02,Same Day,C0430
ORD-01537,2023-07-19,2023-07-24,First Class,C0413
ORD-01538,2024-12-03,2024-12-07,Second Class,C0015
ORD-01539,2022-02-22,2022-02-23,Second Class,C0048
ORD-01540,2023-07-12,2023-07-18,Second Class,C0139
ORD-01541,2024-05-17,2024-05-20,Standard Class,C0492
ORD-01542,2023-02-02,2023-02-07,Standard Class,C0034
ORD-01543,2023-11-06,2023-11-11,Standard Class,C0420
