item_id,order_id,product_id,quantity,discount,unit_price,sales,profit
IT-001483,ORD-00751,P0012,2,0.3,345.92,691.84,-124.56
IT-001484,ORD-00751,P0005,1,0.05,249.3,249.3,54.26
IT-001485,ORD-00752,P0015,1,0.1,936.62,936.62,320.1
IT-001486,ORD-00752,P0009,1,0.15,642.06,642.06,228.88
IT-001487,ORD-00752,P0003,5,0.1,97.08,485.42,200.52
IT-001488,ORD-00752,P0014,3,0.05,25.37,76.12,18.25
IT-001489,ORD-00753,P0020,1,0.0,696.28,696.28,337.62
IT-001490,ORD-00753,P0011,1,0.0,78.52,78.52,31.95
IT-001491,ORD-00753,P0010,1,0.0,689.95,689.95,342.65
IT-001492,ORD-00753,P0012,1,0.1,444.75,444.75,36.55
IT-001493,ORD-00754,P0025,2,0.0,241.5,483.0,220.74
IT-001494,ORD-00754,P0012,4,0.15,420.04,1680.18,47.38
IT-001495,ORD-00754,P0007,1,0.0,561.14,561.14,169.55
IT-001496,ORD-00755,P0018,3,0.0,316.12,948.36,375.03
IT-001497,ORD-00756,P0011,3,0.05,74.59,223.78,84.07
IT-001498,ORD-00756,P0016,2,0.2,193.84,387.68,67.36
IT-001499,ORD-00756,P0001,5,0.0,966.84,4834.2,1244.65
IT-001500,ORD-00756,P0022,3,0.1,834.89,2504.68,1091.23
IT-001501,ORD-00757,P0006,1,0.1,847.84,847.84,290.19
IT-001502,ORD-00757,P0025,4,0.0,241.5,966.0,441.48
IT-001503,ORD-00758,P0003,1,0.1,97.08,97.08,40.1
IT-001504,ORD-00758,P0002,1,0.0,839.32,839.32,300.14
IT-001505,ORD-00758,P0021,1,0.2,843.89,843.89,13.81
IT-001506,ORD-00759,P0004,1,0.1,41.65,41.65,18.23
IT-001507,ORD-00759,P0022,1,0.05,881.28,881.28,410.13
IT-001508,ORD-00760,P0014,2,0.05,25.37,50.75,12.17
IT-001509,ORD-00761,P0006,2,0.1,847.84,1695.67,580.37
IT-001510,ORD-00761,P0003,4,0.0,107.87,431.48,203.56
IT-001511,ORD-00762,P0017,2,0.0,866.66,1733.32,537.4
IT-001512,ORD-00763,P0005,1,0.0,262.42,262.42,67.38
IT-001513,ORD-00764,P0020,3,0.0,696.28,2088.84,1012.86
IT-001514,ORD-00764,P0014,1,0.05,25.37,25.37,6.08
IT-001515,ORD-00764,P0022,5,0.0,927.66,4638.3,2282.55
IT-001516,ORD-00765,P0017,3,0.05,823.33,2469.98,676.1
IT-001517,ORD-00766,P0002,3,0.0,839.32,2517.96,900.42
IT-001518,ORD-00767,P0016,1,0.2,193.84,193.84,33.68
IT-001519,ORD-00768,P0010,2,0.1,620.96,1241.91,547.31
IT-001520,ORD-00768,P0004,1,0.0,46.28,46.28,22.86
IT-001521,ORD-00769,P0013,2,0.0,1605.24,3210.48,1472.0
IT-001522,ORD-00769,P0002,2,0.1,755.39,1510.78,432.42
IT-001523,ORD-00769,P0008,1,0.0,449.0,449.0,86.12
IT-001524,ORD-00769,P0010,1,0.0,689.95,689.95,342.65
IT-001525,ORD-00770,P0021,2,0.2,843.89,1687.78,27.62
IT-001526,ORD-00771,P0015,1,0.05,988.66,988.66,372.14
IT-001527,ORD-00772,P0013,1,0.2,1284.19,1284.19,414.95
IT-001528,ORD-00772,P0010,2,0.1,620.96,1241.91,547.31
IT-001529,ORD-00772,P0024,5,0.15,888.72,4443.59,1792.89
IT-001530,ORD-00773,P0018,1,0.15,268.7,268.7,77.59
IT-001531,ORD-00773,P0003,1,0.0,107.87,107.87,50.89
IT-001532,ORD-00773,P0006,4,0.1,847.84,3391.34,1160.74
IT-001533,ORD-00774,P0002,5,0.0,839.32,4196.6,1500.7
IT-001534,ORD-00775,P0016,1,0.15,205.96,205.96,45.8
IT-001535,ORD-00775,P0023,2,0.3,350.03,700.06,-5.68
IT-001536,ORD-00775,P0005,3,0.05,249.3,747.9,162.78
IT-001537,ORD-00776,P0015,1,0.0,1040.69,1040.69,424.17
IT-001538,ORD-00776,P0020,1,0.1,626.65,626.65,267.99
IT-001539,ORD-00777,P0020,1,0.1,626.65,626.65,267.99
IT-001540,ORD-00777,P0012,1,0.0,494.17,494.17,85.97
IT-001541,ORD-00777,P0007,2,0.0,561.14,1122.28,339.1
IT-001542,ORD-00778,P0019,2,0.0,1588.55,3177.1,1431.54
IT-001543,ORD-00778,P0023,4,0.05,475.04,1900.15,488.67
IT-001544,ORD-00779,P0012,3,0.0,494.17,1482.51,257.91
IT-001545,ORD-00779,P0022,2,0.0,927.66,1855.32,913.02
IT-001546,ORD-00779,P0017,2,0.0,866.66,1733.32,537.4
IT-001547,ORD-00779,P0013,1,0.0,1605.24,1605.24,736.0
IT-001548,ORD-00780,P0009,1,0.15,642.06,642.06,228.88
IT-001549,ORD-00781,P0024,2,0.0,1045.55,2091.1,1030.82
IT-001550,ORD-00782,P0022,1,0.3,649.36,649.36,178.21
IT-001551,ORD-00783,P0001,3,0.05,918.5,2755.49,601.76
IT-001552,ORD-00783,P0015,1,0.0,1040.69,1040.69,424.17
IT-001553,ORD-00784,P0018,1,0.2,252.9,252.9,61.79
IT-001554,ORD-00784,P0022,1,0.0,927.66,927.66,456.51
IT-001555,ORD-00784,P0009,4,0.0,755.36,3021.44,1368.72
IT-001556,ORD-00784,P0010,2,0.1,620.96,1241.91,547.31
IT-001557,ORD-00785,P0003,1,0.2,86.3,86.3,29.32
IT-001558,ORD-00785,P0004,1,0.0,46.28,46.28,22.86
IT-001559,ORD-00786,P0015,4,0.3,728.48,2913.93,447.85
IT-001560,ORD-00787,P0004,1,0.0,46.28,46.28,22.86
IT-001561,ORD-00787,P0024,1,0.0,1045.55,1045.55,515.41
IT-001562,ORD-00788,P0015,2,0.0,1040.69,2081.38,848.34
IT-001563,ORD-00788,P0013,1,0.15,1364.45,1364.45,495.21
IT-001564,ORD-00789,P0003,1,0.15,91.69,91.69,34.71
IT-001565,ORD-00789,P0024,1,0.0,1045.55,1045.55,515.41
IT-001566,ORD-00789,P0013,1,0.0,1605.24,1605.24,736.0
IT-001567,ORD-00789,P0005,2,0.0,262.42,524.84,134.76
IT-001568,ORD-00790,P0007,2,0.0,561.14,1122.28,339.1
IT-001569,ORD-00790,P0013,2,0.0,1605.24,3210.48,1472.0
IT-001570,ORD-00791,P0004,1,0.05,43.97,43.97,20.55
IT-001571,ORD-00791,P0006,3,0.0,942.04,2826.12,1153.17
IT-001572,ORD-00792,P0006,3,0.0,942.04,2826.12,1153.17
IT-001573,ORD-00792,P0024,1,0.0,1045.55,1045.55,515.41
IT-001574,ORD-00793,P0022,1,0.0,927.66,927.66,456.51
IT-001575,ORD-00793,P0011,1,0.05,74.59,74.59,28.02
IT-001576,ORD-00793,P0001,3,0.0,966.84,2900.52,746.79
IT-001577,ORD-00794,P0012,3,0.05,469.46,1408.38,183.78
IT-001578,ORD-00794,P0006,1,0.1,847.84,847.84,290.19
IT-001579,ORD-00795,P0009,1,0.05,717.59,717.59,304.41
IT-001580,ORD-00796,P0015,5,0.15,884.59,4422.93,1340.33
IT-001581,ORD-00796,P0008,3,0.05,426.55,1279.65,191.01
IT-001582,ORD-00796,P0020,1,0.3,487.4,487.4,128.74
IT-001583,ORD-00797,P0012,1,0.1,444.75,444.75,36.55
IT-001584,ORD-00797,P0022,2,0.05,881.28,1762.55,820.25
IT-001585,ORD-00798,P0013,1,0.0,1605.24,1605.24,736.0
IT-001586,ORD-00798,P0016,1,0.0,242.3,242.3,82.14
IT-001587,ORD-00799,P0015,1,0.2,832.55,832.55,216.03
IT-001588,ORD-00799,P0007,1,0.1,505.03,505.03,113.44
IT-001589,ORD-00799,P0009,3,0.05,717.59,2152.78,913.24
IT-001590,ORD-00799,P0016,2,0.1,218.07,436.14,115.82
IT-001591,ORD-00800,P0011,5,0.0,78.52,392.6,159.75
IT-001592,ORD-00800,P0002,4,0.1,755.39,3021.55,864.83
IT-001593,ORD-00800,P0006,4,0.1,847.84,3391.34,1160.74
IT-001594,ORD-00801,P0024,1,0.15,888.72,888.72,358.58
IT-001595,ORD-00801,P0018,1,0.0,316.12,316.12,125.01
IT-001596,ORD-00801,P0004,4,0.2,37.02,148.1,54.42
IT-001597,ORD-00802,P0020,1,0.05,661.47,661.47,302.81
IT-001598,ORD-00802,P0010,1,0.3,482.96,482.96,135.66
IT-001599,ORD-00802,P0018,1,0.0,316.12,316.12,125.01
IT-001600,ORD-00802,P0024,2,0.15,888.72,1777.44,717.16
IT-001601,ORD-00803,P0020,1,0.1,626.65,626.65,267.99
IT-001602,ORD-00804,P0016,1,0.0,242.3,242.3,82.14
IT-001603,ORD-00804,P0019,1,0.0,1588.55,1588.55,715.77
IT-001604,ORD-00805,P0007,5,0.15,476.97,2384.84,426.9
IT-001605,ORD-00805,P0003,2,0.0,107.87,215.74,101.78
IT-001606,ORD-00806,P0009,1,0.05,717.59,717.59,304.41
IT-001607,ORD-00807,P0022,1,0.0,927.66,927.66,456.51
IT-001608,ORD-00807,P0001,3,0.0,966.84,2900.52,746.79
IT-001609,ORD-00807,P0006,2,0.15,800.73,1601.47,486.17
IT-001610,ORD-00808,P0013,2,0.0,1605.24,3210.48,1472.0
IT-001611,ORD-00808,P0017,2,0.0,866.66,1733.32,537.4
IT-001612,ORD-00808,P0025,1,0.0,241.5,241.5,110.37
IT-001613,ORD-00809,P0008,1,0.1,404.1,404.1,41.22
IT-001614,ORD-00809,P0018,3,0.2,252.9,758.69,185.36
IT-001615,ORD-00810,P0004,1,0.0,46.28,46.28,22.86
IT-001616,ORD-00810,P0013,4,0.2,1284.19,5136.77,1659.81
IT-001617,ORD-00810,P0006,1,0.3,659.43,659.43,101.78
IT-001618,ORD-00810,P0017,1,0.1,779.99,779.99,182.03
IT-001619,ORD-00811,P0003,3,0.1,97.08,291.25,120.31
IT-001620,ORD-00812,P0018,2,0.0,316.12,632.24,250.02
IT-001621,ORD-00812,P0011,1,0.2,62.82,62.82,16.25
IT-001622,ORD-00813,P0007,5,0.05,533.08,2665.42,707.46
IT-001623,ORD-00813,P0013,3,0.0,1605.24,4815.72,2208.0
IT-001624,ORD-00814,P0018,1,0.3,221.28,221.28,30.17
IT-001625,ORD-00815,P0004,2,0.2,37.02,74.05,27.21
IT-001626,ORD-00816,P0024,4,0.2,836.44,3345.76,1225.2
IT-001627,ORD-00816,P0001,2,0.0,966.84,1933.68,497.86
IT-001628,ORD-00816,P0004,1,0.2,37.02,37.02,13.6
IT-001629,ORD-00817,P0002,3,0.0,839.32,2517.96,900.42
IT-001630,ORD-00817,P0013,3,0.05,1524.98,4574.93,1967.21
IT-001631,ORD-00818,P0003,2,0.0,107.87,215.74,101.78
IT-001632,ORD-00818,P0011,1,0.0,78.52,78.52,31.95
IT-001633,ORD-00818,P0017,2,0.1,779.99,1559.99,364.07
IT-001634,ORD-00819,P0002,1,0.1,755.39,755.39,216.21
IT-001635,ORD-00819,P0013,2,0.2,1284.19,2568.38,829.9
IT-001636,ORD-00820,P0014,1,0.05,25.37,25.37,6.08
IT-001637,ORD-00821,P0025,2,0.0,241.5,483.0,220.74
IT-001638,ORD-00822,P0016,1,0.05,230.18,230.18,70.03
IT-001639,ORD-00823,P0005,1,0.0,262.42,262.42,67.38
IT-001640,ORD-00823,P0025,3,0.0,241.5,724.5,331.11
IT-001641,ORD-00823,P0016,4,0.0,242.3,969.2,328.56
IT-001642,ORD-00823,P0015,2,0.1,936.62,1873.24,640.2
IT-001643,ORD-00824,P0008,1,0.1,404.1,404.1,41.22
IT-001644,ORD-00825,P0003,1,0.2,86.3,86.3,29.32
IT-001645,ORD-00825,P0022,1,0.0,927.66,927.66,456.51
IT-001646,ORD-00825,P0018,1,0.1,284.51,284.51,93.4
IT-001647,ORD-00825,P0009,1,0.0,755.36,755.36,342.18
IT-001648,ORD-00826,P0018,4,0.0,316.12,1264.48,500.04
IT-001649,ORD-00826,P0008,1,0.1,404.1,404.1,41.22
IT-001650,ORD-00826,P0024,1,0.15,888.72,888.72,358.58
IT-001651,ORD-00826,P0021,1,0.0,1054.86,1054.86,224.78
IT-001652,ORD-00827,P0014,5,0.15,22.7,113.52,17.07
IT-001653,ORD-00827,P0008,1,0.05,426.55,426.55,63.67
IT-001654,ORD-00827,P0010,2,0.05,655.45,1310.9,616.3
IT-001655,ORD-00827,P0012,1,0.0,494.17,494.17,85.97
IT-001656,ORD-00828,P0025,1,0.0,241.5,241.5,110.37
IT-001657,ORD-00828,P0015,4,0.1,936.62,3746.48,1280.4
IT-001658,ORD-00829,P0019,1,0.2,1270.84,1270.84,398.06
IT-001659,ORD-00829,P0022,1,0.0,927.66,927.66,456.51
IT-001660,ORD-00829,P0002,3,0.1,755.39,2266.16,648.62
IT-001661,ORD-00829,P0009,2,0.15,642.06,1284.11,457.75
IT-001662,ORD-00830,P0013,1,0.0,1605.24,1605.24,736.0
IT-001663,ORD-00831,P0012,1,0.0,494.17,494.17,85.97
IT-001664,ORD-00832,P0004,2,0.05,43.97,87.93,41.09
IT-001665,ORD-00833,P0001,1,0.0,966.84,966.84,248.93
IT-001666,ORD-00833,P0013,3,0.3,1123.67,3371.0,763.28
IT-001667,ORD-00833,P0005,2,0.2,209.94,419.87,29.79
IT-001668,ORD-00833,P0020,5,0.0,696.28,3481.4,1688.1
IT-001669,ORD-00834,P0001,3,0.15,821.81,2465.44,311.71
IT-001670,ORD-00835,P0016,2,0.0,242.3,484.6,164.28
IT-001671,ORD-00835,P0006,2,0.2,753.63,1507.26,391.96
IT-001672,ORD-00836,P0016,3,0.0,242.3,726.9,246.42
IT-001673,ORD-00837,P0011,1,0.0,78.52,78.52,31.95
IT-001674,ORD-00838,P0001,1,0.0,966.84,966.84,248.93
IT-001675,ORD-00839,P0013,1,0.0,1605.24,1605.24,736.0
IT-001676,ORD-00839,P0007,1,0.05,533.08,533.08,141.49
IT-001677,ORD-00839,P0008,1,0.0,449.0,449.0,86.12
IT-001678,ORD-00840,P0020,2,0.0,696.28,1392.56,675.24
IT-001679,ORD-00840,P0002,1,0.3,587.52,587.52,48.34
IT-001680,ORD-00841,P0025,2,0.05,229.42,458.85,196.59
IT-001681,ORD-00841,P0019,4,0.2,1270.84,5083.36,1592.24
IT-001682,ORD-00841,P0003,2,0.0,107.87,215.74,101.78
IT-001683,ORD-00842,P0016,1,0.1,218.07,218.07,57.91
IT-001684,ORD-00842,P0014,1,0.05,25.37,25.37,6.08
IT-001685,ORD-00843,P0021,1,0.0,1054.86,1054.86,224.78
IT-001686,ORD-00843,P0008,2,0.0,449.0,898.0,172.24
IT-001687,ORD-00843,P0010,1,0.2,551.96,551.96,204.66
IT-001688,ORD-00843,P0016,1,0.0,242.3,242.3,82.14
IT-001689,ORD-00844,P0022,1,0.0,927.66,927.66,456.51
IT-001690,ORD-00844,P0001,1,0.0,966.84,966.84,248.93
IT-001691,ORD-00845,P0020,1,0.15,591.84,591.84,233.18
IT-001692,ORD-00845,P0002,1,0.0,839.32,839.32,300.14
IT-001693,ORD-00846,P0006,1,0.0,942.04,942.04,384.39
IT-001694,ORD-00846,P0015,1,0.2,832.55,832.55,216.03
IT-001695,ORD-00847,P0001,3,0.0,966.84,2900.52,746.79
IT-001696,ORD-00847,P0024,1,0.05,993.27,993.27,463.13
IT-001697,ORD-00848,P0022,5,0.0,927.66,4638.3,2282.55
IT-001698,ORD-00848,P0025,5,0.3,169.05,845.25,189.6
IT-001699,ORD-00848,P0007,1,0.2,448.91,448.91,57.32
IT-001700,ORD-00849,P0018,3,0.05,300.31,900.94,327.61
IT-001701,ORD-00849,P0022,1,0.2,742.13,742.13,270.98
IT-001702,ORD-00850,P0008,1,0.0,449.0,449.0,86.12
IT-001703,ORD-00850,P0023,2,0.0,500.04,1000.08,294.34
IT-001704,ORD-00850,P0019,2,0.1,1429.7,2859.39,1113.83
IT-001705,ORD-00851,P0005,2,0.05,249.3,498.6,108.52
IT-001706,ORD-00851,P0019,4,0.0,1588.55,6354.2,2863.08
IT-001707,ORD-00851,P0016,1,0.0,242.3,242.3,82.14
IT-001708,ORD-00852,P0021,1,0.0,1054.86,1054.86,224.78
IT-001709,ORD-00853,P0012,2,0.05,469.46,938.92,122.52
IT-001710,ORD-00853,P0018,5,0.0,316.12,1580.6,625.05
IT-001711,ORD-00854,P0024,5,0.0,1045.55,5227.75,2577.05
IT-001712,ORD-00855,P0018,2,0.05,300.31,600.63,218.41
IT-001713,ORD-00855,P0008,1,0.0,449.0,449.0,86.12
IT-001714,ORD-00856,P0020,1,0.0,696.28,696.28,337.62
IT-001715,ORD-00856,P0017,3,0.0,866.66,2599.98,806.1
IT-001716,ORD-00857,P0006,2,0.05,894.94,1789.88,674.58
IT-001717,ORD-00857,P0023,1,0.05,475.04,475.04,122.17
IT-001718,ORD-00857,P0021,1,0.05,1002.12,1002.12,172.04
IT-001719,ORD-00857,P0024,2,0.0,1045.55,2091.1,1030.82
IT-001720,ORD-00858,P0016,1,0.0,242.3,242.3,82.14
IT-001721,ORD-00859,P0025,3,0.0,241.5,724.5,331.11
IT-001722,ORD-00860,P0018,2,0.0,316.12,632.24,250.02
IT-001723,ORD-00861,P0017,1,0.1,779.99,779.99,182.03
IT-001724,ORD-00862,P0020,1,0.0,696.28,696.28,337.62
IT-001725,ORD-00862,P0013,1,0.05,1524.98,1524.98,655.74
IT-001726,ORD-00862,P0012,3,0.1,444.75,1334.26,109.66
IT-001727,ORD-00863,P0009,1,0.2,604.29,604.29,191.11
IT-001728,ORD-00863,P0013,1,0.1,1444.72,1444.72,575.48
IT-001729,ORD-00863,P0014,3,0.05,25.37,76.12,18.25
IT-001730,ORD-00864,P0010,2,0.05,655.45,1310.9,616.3
IT-001731,ORD-00864,P0006,2,0.0,942.04,1884.08,768.78
IT-001732,ORD-00865,P0004,1,0.0,46.28,46.28,22.86
IT-001733,ORD-00865,P0008,5,0.0,449.0,2245.0,430.6
IT-001734,ORD-00865,P0019,1,0.2,1270.84,1270.84,398.06
IT-001735,ORD-00866,P0007,1,0.0,561.14,561.14,169.55
IT-001736,ORD-00867,P0020,1,0.05,661.47,661.47,302.81
IT-001737,ORD-00868,P0021,3,0.05,1002.12,3006.35,516.11
IT-001738,ORD-00869,P0016,3,0.15,205.96,617.86,137.39
IT-001739,ORD-00869,P0019,2,0.2,1270.84,2541.68,796.12
IT-001740,ORD-00869,P0020,1,0.0,696.28,696.28,337.62
IT-001741,ORD-00870,P0017,1,0.1,779.99,779.99,182.03
IT-001742,ORD-00870,P0013,4,0.15,1364.45,5457.82,1980.86
IT-001743,ORD-00871,P0003,1,0.15,91.69,91.69,34.71
IT-001744,ORD-00871,P0017,1,0.0,866.66,866.66,268.7
IT-001745,ORD-00872,P0007,1,0.15,476.97,476.97,85.38
IT-001746,ORD-00873,P0004,1,0.05,43.97,43.97,20.55
IT-001747,ORD-00874,P0025,2,0.05,229.42,458.85,196.59
IT-001748,ORD-00874,P0024,4,0.0,1045.55,4182.2,2061.64
IT-001749,ORD-00874,P0004,3,0.0,46.28,138.84,68.58
IT-001750,ORD-00874,P0009,1,0.0,755.36,755.36,342.18
IT-001751,ORD-00875,P0020,4,0.0,696.28,2785.12,1350.48
IT-001752,ORD-00876,P0010,2,0.2,551.96,1103.92,409.32
IT-001753,ORD-00876,P0004,1,0.0,46.28,46.28,22.86
IT-001754,ORD-00876,P0006,4,0.0,942.04,3768.16,1537.56
IT-001755,ORD-00877,P0023,2,0.05,475.04,950.08,244.34
IT-001756,ORD-00878,P0005,5,0.0,262.42,1312.1,336.9
IT-001757,ORD-00879,P0003,1,0.1,97.08,97.08,40.1
IT-001758,ORD-00879,P0018,1,0.0,316.12,316.12,125.01
IT-001759,ORD-00880,P0020,1,0.0,696.28,696.28,337.62
IT-001760,ORD-00881,P0023,3,0.1,450.04,1350.11,291.5
IT-001761,ORD-00881,P0005,2,0.0,262.42,524.84,134.76
IT-001762,ORD-00882,P0004,1,0.0,46.28,46.28,22.86
IT-001763,ORD-00882,P0007,1,0.15,476.97,476.97,85.38
IT-001764,ORD-00883,P0006,2,0.0,942.04,1884.08,768.78
IT-001765,ORD-00883,P0003,1,0.0,107.87,107.87,50.89
IT-001766,ORD-00884,P0010,1,0.0,689.95,689.95,342.65
IT-001767,ORD-00884,P0011,3,0.15,66.74,200.23,60.52
IT-001768,ORD-00884,P0002,5,0.0,839.32,4196.6,1500.7
IT-001769,ORD-00885,P0008,1,0.2,359.2,359.2,-3.68
IT-001770,ORD-00885,P0003,2,0.1,97.08,194.17,80.21
IT-001771,ORD-00886,P0019,1,0.15,1350.27,1350.27,477.49
IT-001772,ORD-00887,P0023,2,0.0,500.04,1000.08,294.34
IT-001773,ORD-00887,P0002,1,0.2,671.46,671.46,132.28
IT-001774,ORD-00888,P0020,1,0.0,696.28,696.28,337.62
IT-001775,ORD-00888,P0009,1,0.15,642.06,642.06,228.88
IT-001776,ORD-00889,P0006,2,0.0,942.04,1884.08,768.78
IT-001777,ORD-00890,P0020,1,0.0,696.28,696.28,337.62
IT-001778,ORD-00890,P0017,2,0.1,779.99,1559.99,364.07
IT-001779,ORD-00890,P0025,1,0.1,217.35,217.35,86.22
IT-001780,ORD-00891,P0001,4,0.0,966.84,3867.36,995.72
IT-001781,ORD-00891,P0025,3,0.0,241.5,724.5,331.11
IT-001782,ORD-00892,P0001,2,0.0,966.84,1933.68,497.86
IT-001783,ORD-00892,P0004,2,0.0,46.28,92.56,45.72
IT-001784,ORD-00892,P0016,3,0.3,169.61,508.83,28.35
IT-001785,ORD-00893,P0025,3,0.15,205.28,615.83,222.44
IT-001786,ORD-00893,P0009,1,0.15,642.06,642.06,228.88
IT-001787,ORD-00893,P0024,2,0.0,1045.55,2091.1,1030.82
IT-001788,ORD-00894,P0016,2,0.0,242.3,484.6,164.28
IT-001789,ORD-00894,P0011,1,0.0,78.52,78.52,31.95
IT-001790,ORD-00895,P0025,4,0.0,241.5,966.0,441.48
IT-001791,ORD-00895,P0008,1,0.0,449.0,449.0,86.12
IT-001792,ORD-00896,P0019,3,0.15,1350.27,4050.8,1432.46
IT-001793,ORD-00896,P0020,1,0.15,591.84,591.84,233.18
IT-001794,ORD-00897,P0003,1,0.0,107.87,107.87,50.89
IT-001795,ORD-00897,P0016,4,0.0,242.3,969.2,328.56
IT-001796,ORD-00898,P0012,1,0.15,420.04,420.04,11.84
IT-001797,ORD-00898,P0004,1,0.05,43.97,43.97,20.55
IT-001798,ORD-00898,P0002,1,0.0,839.32,839.32,300.14
IT-001799,ORD-00899,P0002,4,0.2,671.46,2685.82,529.1
IT-001800,ORD-00899,P0018,3,0.1,284.51,853.52,280.19
IT-001801,ORD-00899,P0024,1,0.05,993.27,993.27,463.13
IT-001802,ORD-00900,P0009,5,0.0,755.36,3776.8,1710.9
IT-001803,ORD-00901,P0007,2,0.05,533.08,1066.17,282.99
IT-001804,ORD-00901,P0012,4,0.2,395.34,1581.34,-51.46
IT-001805,ORD-00902,P0006,1,0.0,942.04,942.04,384.39
IT-001806,ORD-00902,P0025,1,0.0,241.5,241.5,110.37
IT-001807,ORD-00902,P0001,1,0.15,821.81,821.81,103.9
IT-001808,ORD-00902,P0021,3,0.0,1054.86,3164.58,674.34
IT-001809,ORD-00903,P0022,2,0.0,927.66,1855.32,913.02
IT-001810,ORD-00903,P0017,1,0.2,693.33,693.33,95.37
IT-001811,ORD-00904,P0010,1,0.1,620.96,620.96,273.66
IT-001812,ORD-00904,P0005,3,0.0,262.42,787.26,202.14
IT-001813,ORD-00904,P0007,2,0.1,505.03,1010.05,226.87
IT-001814,ORD-00905,P0025,3,0.0,241.5,724.5,331.11
IT-001815,ORD-00905,P0013,5,0.2,1284.19,6420.96,2074.76
IT-001816,ORD-00905,P0018,5,0.2,252.9,1264.48,308.93
IT-001817,ORD-00906,P0010,2,0.05,655.45,1310.9,616.3
IT-001818,ORD-00907,P0021,5,0.0,1054.86,5274.3,1123.9
IT-001819,ORD-00908,P0014,1,0.1,24.04,24.04,4.75
IT-001820,ORD-00908,P0015,1,0.2,832.55,832.55,216.03
IT-001821,ORD-00909,P0020,1,0.0,696.28,696.28,337.62
IT-001822,ORD-00909,P0025,2,0.0,241.5,483.0,220.74
IT-001823,ORD-00910,P0003,2,0.0,107.87,215.74,101.78
IT-001824,ORD-00910,P0014,5,0.2,21.37,106.84,10.39
IT-001825,ORD-00911,P0003,1,0.05,102.48,102.48,45.5
IT-001826,ORD-00911,P0021,1,0.1,949.37,949.37,119.29
IT-001827,ORD-00912,P0006,1,0.0,942.04,942.04,384.39
IT-001828,ORD-00912,P0009,1,0.0,755.36,755.36,342.18
IT-001829,ORD-00912,P0004,2,0.05,43.97,87.93,41.09
IT-001830,ORD-00913,P0020,1,0.0,696.28,696.28,337.62
IT-001831,ORD-00914,P0010,1,0.2,551.96,551.96,204.66
IT-001832,ORD-00915,P0017,1,0.05,823.33,823.33,225.37
IT-001833,ORD-00916,P0016,1,0.0,242.3,242.3,82.14
IT-001834,ORD-00916,P0025,3,0.0,241.5,724.5,331.11
IT-001835,ORD-00917,P0017,1,0.0,866.66,866.66,268.7
IT-001836,ORD-00918,P0021,2,0.15,896.63,1793.26,133.1
IT-001837,ORD-00918,P0016,1,0.0,242.3,242.3,82.14
IT-001838,ORD-00919,P0024,1,0.15,888.72,888.72,358.58
IT-001839,ORD-00920,P0025,2,0.0,241.5,483.0,220.74
IT-001840,ORD-00920,P0006,1,0.0,942.04,942.04,384.39
IT-001841,ORD-00921,P0001,1,0.1,870.16,870.16,152.25
IT-001842,ORD-00922,P0024,1,0.1,941.0,941.0,410.86
IT-001843,ORD-00922,P0003,1,0.0,107.87,107.87,50.89
IT-001844,ORD-00923,P0008,1,0.3,314.3,314.3,-48.58
IT-001845,ORD-00923,P0003,1,0.0,107.87,107.87,50.89
IT-001846,ORD-00924,P0021,3,0.3,738.4,2215.21,-275.03
IT-001847,ORD-00925,P0023,2,0.05,475.04,950.08,244.34
IT-001848,ORD-00925,P0010,1,0.0,689.95,689.95,342.65
IT-001849,ORD-00925,P0004,2,0.05,43.97,87.93,41.09
IT-001850,ORD-00926,P0007,3,0.3,392.8,1178.39,3.62
IT-001851,ORD-00927,P0018,4,0.05,300.31,1201.26,436.82
IT-001852,ORD-00927,P0022,2,0.2,742.13,1484.26,541.96
IT-001853,ORD-00928,P0005,1,0.2,209.94,209.94,14.9
IT-001854,ORD-00928,P0002,4,0.0,839.32,3357.28,1200.56
IT-001855,ORD-00928,P0021,1,0.0,1054.86,1054.86,224.78
IT-001856,ORD-00928,P0024,1,0.15,888.72,888.72,358.58
IT-001857,ORD-00929,P0023,1,0.0,500.04,500.04,147.17
IT-001858,ORD-00929,P0025,5,0.05,229.42,1147.12,491.47
IT-001859,ORD-00930,P0023,1,0.05,475.04,475.04,122.17
IT-001860,ORD-00930,P0021,1,0.2,843.89,843.89,13.81
IT-001861,ORD-00930,P0012,1,0.15,420.04,420.04,11.84
IT-001862,ORD-00931,P0002,3,0.0,839.32,2517.96,900.42
IT-001863,ORD-00932,P0016,1,0.05,230.18,230.18,70.03
IT-001864,ORD-00932,P0008,1,0.0,449.0,449.0,86.12
IT-001865,ORD-00933,P0024,1,0.15,888.72,888.72,358.58
IT-001866,ORD-00933,P0007,1,0.1,505.03,505.03,113.44
IT-001867,ORD-00934,P0004,1,0.0,46.28,46.28,22.86
IT-001868,ORD-00935,P0010,1,0.3,482.96,482.96,135.66
IT-001869,ORD-00935,P0021,3,0.0,1054.86,3164.58,674.34
IT-001870,ORD-00936,P0005,3,0.2,209.94,629.81,44.69
IT-001871,ORD-00937,P0001,1,0.0,966.84,966.84,248.93
IT-001872,ORD-00937,P0013,2,0.0,1605.24,3210.48,1472.0
IT-001873,ORD-00938,P0004,2,0.0,46.28,92.56,45.72
IT-001874,ORD-00938,P0010,1,0.0,689.95,689.95,342.65
